rank,°¡¼ö
8,1284
9,2140
10,1752
11,1284
12,1284
13,514
14,1284
15,1284
16,1284
17,1284
18,1284
19,1947
20,1284
21,894
22,2141
23,948
24,2141
25,130
26,1640
27,1028
28,230
29,863
30,1803
31,1606
32,1550
33,943
34,1126
35,2141
36,1238
37,1645
38,2141
39,1550
40,426
41,948
42,1536
43,1161
44,1550
45,1536
46,903
47,1158
48,1536
49,197
50,1108
1,573
2,1856
3,948
4,1536
5,2141
6,1284
7,733
8,1536
9,573
10,2140
11,1805
12,1284
13,1234
14,1752
15,1599
17,295
18,1284
19,130
20,2141
21,573
22,1284
23,1284
24,948
25,1028
26,1947
27,1803
28,1284
29,2141
30,1969
31,1550
33,1284
34,1284
35,1803
36,514
37,863
38,1284
39,230
40,1634
41,1284
42,1550
43,1284
44,894
45,1606
46,1284
47,1645
48,943
49,1284
50,948
1,573
2,1550
3,1856
4,948
5,1550
6,1536
7,2141
8,1284
9,1536
10,573
11,2140
12,1284
13,1752
14,733
15,130
16,1234
17,1599
18,1805
19,1284
20,2141
21,1028
22,241
23,295
24,1284
25,948
26,1284
27,1803
29,1947
30,2141
31,1284
32,1284
33,1550
34,1284
35,230
36,1284
37,863
38,1803
39,573
40,1645
41,755
42,1284
43,1606
44,1284
45,1284
46,1550
47,1969
48,1284
49,1536
50,943
1,1550
2,241
3,573
4,1550
5,1108
6,1856
7,948
8,852
9,1536
10,1284
11,2141
12,2140
13,1284
14,1752
15,1536
16,1645
17,130
18,2141
19,733
20,1284
21,1028
22,1599
23,1284
24,1234
25,1645
26,1284
27,1805
28,1947
29,948
30,1645
31,1284
32,2141
33,573
34,1550
35,295
36,1284
37,1803
38,1284
39,1645
40,346
41,1284
42,230
43,241
44,863
45,1803
46,1550
47,1606
48,1284
49,1284
50,1284
1,659
2,852
3,1108
4,241
5,1550
6,573
7,659
8,565
9,1550
10,1536
11,948
12,1284
13,1856
14,2141
15,1284
16,1752
17,2140
18,659
19,1536
20,130
21,2141
22,742
23,346
24,1284
25,1028
26,1284
27,241
28,1947
29,1284
30,1645
31,1599
32,733
33,948
34,1284
35,1550
36,1645
37,2141
38,230
39,1284
40,1234
41,1284
42,1284
43,1803
44,852
45,1805
46,1803
47,863
48,1550
49,840
50,295
1,659
2,659
3,1108
4,852
5,241
6,1550
7,573
8,565
9,1550
10,1536
11,948
12,1284
13,2141
14,2141
15,1856
16,2140
17,1752
18,1284
19,659
20,130
21,346
22,241
23,1536
24,1028
25,1284
26,840
27,1284
28,1947
29,742
30,948
31,1284
32,1550
33,1284
34,230
35,1599
36,1645
37,2141
38,943
39,733
40,1550
41,1284
42,117
43,1803
44,1284
45,1284
46,1645
47,241
48,863
49,1803
50,1234
1,659
2,117
3,659
4,1108
5,241
6,852
7,1550
8,1767
9,573
10,565
11,1550
12,1536
13,948
14,1284
15,2141
16,2141
17,346
18,1752
19,241
20,2140
21,1284
22,1856
23,130
24,1767
25,659
26,1028
27,1536
28,1767
29,1284
30,948
31,1284
32,1947
33,1284
34,1550
35,582
36,1284
37,230
38,241
39,1645
40,2141
41,863
42,1599
43,1550
44,1284
45,1284
46,241
47,1803
48,1284
49,840
50,1355
1,1999
2,117
3,659
4,1767
5,1108
6,659
7,1999
8,1999
9,241
10,852
11,1550
12,1999
13,1126
14,1999
15,1999
16,1999
17,573
18,565
19,1999
20,1999
21,1550
22,2141
23,1536
24,948
25,2141
26,1284
27,346
28,1767
29,1752
30,2140
31,130
32,241
33,1856
34,1284
35,1767
36,1028
37,582
38,1126
39,1536
40,1550
41,948
42,659
43,1284
44,1284
45,1645
46,1947
47,230
48,2141
49,1284
50,863
1,1999
2,117
3,659
4,1219
5,1999
6,1767
7,1999
8,90
9,1126
10,1108
11,659
12,1999
13,241
14,1999
15,1999
16,1999
17,1999
18,1999
19,2141
20,1550
21,852
22,90
23,90
24,573
25,1550
26,565
27,1536
28,90
29,2141
30,1767
31,948
32,130
33,1284
34,582
35,346
36,1752
37,2140
38,1028
39,1284
40,1126
41,1856
42,241
43,90
44,1536
45,948
46,1550
47,1767
48,2141
49,1284
50,718
1,1186
2,1999
3,199
4,1186
5,1591
6,659
7,117
8,1999
9,1186
10,1999
11,1219
12,1999
13,1108
14,1999
15,1999
16,1999
17,1999
18,1186
19,1999
20,241
21,274
22,90
23,659
24,2141
25,1767
26,582
27,1752
28,90
29,1126
30,830
31,1475
32,1550
33,90
34,573
35,852
36,90
37,1186
38,1550
39,1536
40,90
41,2141
42,130
43,565
44,1284
45,948
46,1752
47,1028
48,1767
49,718
50,1284
1,582
2,1186
3,1999
4,659
5,199
6,1219
7,117
8,1999
9,1186
10,2141
11,1999
12,1999
13,1108
14,1999
15,241
16,1591
17,1999
18,1999
19,1999
20,90
21,1999
22,659
23,1186
24,274
25,1550
26,90
27,1767
28,90
29,830
30,319
31,1186
32,573
33,590
34,1126
35,90
36,1752
37,2141
38,852
39,1550
40,130
41,1284
42,319
43,1536
44,1028
45,565
46,948
47,1752
48,199
49,1475
50,90
1,582
2,1186
3,1685
4,1999
5,659
6,117
7,1219
8,199
9,2141
10,1999
11,1186
12,1108
13,1999
14,241
15,1999
16,90
17,1999
18,1999
19,1999
20,1999
21,199
22,1999
23,659
24,1591
25,1591
26,1550
27,274
28,90
29,1186
30,1767
31,90
32,573
33,830
34,1126
35,2141
36,1550
37,130
38,90
39,1736
40,1752
41,1186
42,1591
43,852
44,590
45,1284
46,1536
47,319
48,1028
49,1752
50,90
1,582
2,1685
3,1186
4,1999
5,659
6,1591
7,2141
8,117
9,1219
10,1999
11,1108
12,241
13,1999
14,90
15,199
16,199
17,1999
18,1186
19,1999
20,1999
21,1999
22,1999
23,659
24,1999
25,1550
26,90
27,2141
28,847
29,1591
30,573
31,90
32,274
33,1767
34,1186
35,130
36,1126
37,1550
38,90
39,1752
40,830
41,1028
42,1752
43,852
44,1284
45,1536
46,1591
47,199
48,90
49,488
50,1933
1,1736
2,582
3,1685
4,1999
5,1999
6,1186
7,659
8,2141
9,1219
10,117
11,1999
12,1591
13,1999
14,1999
15,241
16,1999
17,1999
18,90
19,1108
20,1999
21,1999
22,1999
23,1999
24,1999
25,199
26,659
27,90
28,1186
29,1550
30,573
31,2141
32,90
33,1591
34,199
35,90
36,1767
37,130
38,1186
39,1126
40,1550
41,274
42,1028
43,90
44,1752
45,1752
46,369
47,1835
48,1964
49,1736
50,1284
1,1736
2,582
3,1685
4,1999
5,1999
6,2141
7,1186
8,659
9,1219
10,1999
11,117
12,1999
13,241
14,1999
15,1999
16,1999
17,90
18,1999
19,1999
20,1108
21,1999
22,1999
23,1999
24,1591
25,90
26,1550
27,659
28,199
29,2141
30,90
31,573
32,90
33,1186
34,130
35,1835
36,1767
37,1028
38,90
39,1126
40,1550
41,1591
42,1752
43,274
44,274
45,1752
46,1187
47,1186
48,199
49,1284
50,369
1,2141
2,943
3,582
4,1736
5,1685
6,1999
7,2141
8,1999
9,1284
10,2141
11,943
12,1284
13,2141
14,1219
15,1186
16,659
17,1999
18,943
19,1284
20,1999
21,90
22,1284
23,1999
24,117
25,1999
26,943
27,2141
28,1999
29,1284
30,241
31,1284
32,1999
33,943
34,1999
35,1999
36,1284
37,2141
38,1999
39,943
40,1284
41,1999
42,943
43,2141
44,90
45,1284
46,1284
47,1108
48,1550
49,2141
50,90
1,2141
2,1284
3,1284
4,1550
5,943
6,2141
7,582
8,1284
9,1284
10,1284
11,2141
12,1736
13,1284
14,1550
15,1284
16,1284
17,1284
18,1284
19,1685
20,1284
21,1550
22,1999
23,2141
24,1999
25,2141
26,2141
27,1550
28,1219
29,943
30,659
31,1550
32,90
33,1999
34,1186
35,943
36,1999
37,943
38,943
39,2141
40,1999
41,1999
42,1999
43,943
44,1999
45,117
46,90
47,943
48,1999
49,1999
50,241
1,1550
2,1284
3,943
4,1284
5,2141
6,1550
7,1284
8,1284
9,1284
10,1284
11,1284
12,1284
13,582
14,1550
15,1284
16,1284
17,1736
18,1284
19,943
20,1685
21,1999
22,2141
23,1999
24,943
25,943
26,1550
27,943
28,943
29,1219
30,1550
31,2141
32,943
33,90
34,2141
35,943
36,659
37,1999
38,943
39,90
40,943
41,1186
42,1999
43,117
44,1999
45,1999
46,1999
47,2141
48,1999
49,1999
50,1999
1,1219
2,1284
3,810
4,1219
5,1550
6,1219
7,1284
8,90
9,943
10,1219
11,1219
12,1219
13,1284
14,1284
15,1284
16,1219
17,582
18,1284
19,1284
20,1284
21,1284
22,1284
23,2141
24,1550
25,1284
26,1284
27,1736
28,1550
29,1999
30,1685
31,1999
32,943
33,2141
34,2141
35,943
36,943
37,659
38,1550
39,2141
40,943
41,1550
42,1999
43,943
44,943
45,1186
46,1999
47,1999
48,1999
49,1999
50,1999
1,1219
2,2079
3,78
4,1219
5,1284
6,1219
7,90
8,1284
9,1803
10,1550
11,1219
12,1219
13,1219
14,1219
15,582
16,1284
17,1284
18,1284
19,78
20,78
21,78
22,943
23,1284
24,1284
25,1284
26,78
27,78
28,1284
29,1284
30,78
31,78
32,1284
33,78
34,1284
35,810
36,2141
37,1736
38,1550
39,1803
40,1803
41,1803
42,1550
43,1999
44,1189
45,1803
46,1685
47,1999
48,1803
49,2141
50,943
1,706
2,706
3,1219
4,78
5,2079
6,1219
7,1219
9,1284
10,90
11,1284
12,1189
13,1219
14,1550
15,1219
16,1219
17,1219
18,78
19,582
20,78
21,78
22,706
23,78
24,78
25,1655
26,943
27,1803
28,1284
29,78
30,78
31,78
32,1284
33,1284
34,1284
35,1284
36,1284
37,1284
38,1284
39,706
40,1284
41,1284
42,706
43,1655
44,2141
45,1736
46,1550
47,1655
48,1655
49,1803
50,1999
1,1189
2,948
3,1219
4,706
5,78
6,1219
7,1238
8,1219
9,2079
10,90
11,582
12,1284
13,1550
14,1284
15,1219
16,1219
17,1219
18,706
19,1219
20,166
21,943
22,1284
23,894
24,1284
25,1284
26,1284
27,1284
28,78
29,1284
30,1736
31,1284
32,78
33,2141
34,1550
35,1284
36,78
37,1803
38,1284
39,1284
40,78
41,78
42,78
43,78
44,78
45,2141
46,1999
47,118
49,1803
50,1550
1,1186
2,1189
3,312
4,948
5,1238
6,1186
7,1219
8,582
9,1219
10,706
11,1219
12,78
13,90
14,2079
15,1284
16,1186
17,1284
18,1550
19,1219
20,1186
21,1057
22,1219
23,1219
24,1219
25,117
26,1186
27,1284
28,1284
29,1284
30,943
31,1284
32,1284
33,1284
34,706
35,1284
36,1284
37,1736
38,1284
39,1284
40,78
41,166
42,1186
43,2141
44,1550
45,1186
46,894
47,1186
48,1803
49,1999
50,2141
1,312
2,1186
3,1189
4,117
5,582
6,948
7,1238
8,1219
9,1186
10,1219
11,1057
12,1219
13,90
14,706
15,1284
16,2079
17,1284
18,943
19,1186
20,1550
21,1186
22,1219
23,1219
24,1219
25,1219
26,1186
27,78
28,1284
29,1284
30,1284
31,1284
32,1284
33,1736
34,1284
35,1284
36,1284
37,1284
38,1284
39,706
40,1186
41,2141
42,1550
43,943
44,166
45,2141
46,1186
47,1186
48,1186
49,894
50,1161
1,1151
2,312
3,1189
4,1186
5,117
6,948
7,582
8,1219
9,1238
10,1219
11,1186
12,1219
13,90
14,943
15,1057
16,1284
17,1186
18,706
19,1284
20,1550
21,2079
22,1186
23,1219
24,1219
25,1219
26,1219
27,1186
28,1284
29,1284
30,1284
31,1284
32,2141
33,1284
34,1736
35,943
36,1284
37,1284
38,78
39,1284
40,1550
41,1284
42,1284
43,578
44,1186
45,706
46,943
47,2141
48,1073
49,2019
50,166
1,2077
2,1151
3,1189
4,1186
5,312
6,117
7,582
8,1219
9,948
10,1238
11,1219
12,1057
13,1219
14,90
15,943
16,1186
17,1186
18,1284
19,706
20,1550
21,1284
22,1219
23,2079
24,1219
25,1186
26,2141
27,1219
28,1219
29,943
30,1186
31,1284
32,1736
33,1284
34,1284
35,78
36,1284
37,1550
38,578
39,1284
40,1284
41,1284
42,1752
43,1284
44,1028
45,1284
46,166
47,1838
48,1284
49,659
50,706
1,948
2,2077
3,1189
4,1151
5,1186
6,312
7,117
8,78
9,1219
10,582
11,948
12,78
13,1219
14,1238
15,1057
16,1219
17,90
18,943
19,1705
20,1284
21,1186
22,1186
23,1854
24,78
25,1550
26,706
27,2141
28,1219
29,1284
30,1219
31,1219
32,2079
33,1219
34,943
35,1186
36,578
37,1284
38,271
39,1752
40,1736
41,78
42,1028
43,1284
44,1284
45,1186
46,1284
47,1838
48,1284
49,1550
50,130
1,1189
2,948
3,2077
4,1912
5,1151
6,2095
7,312
8,1912
9,1186
10,1219
11,582
12,117
13,1219
14,948
15,90
16,1219
17,1238
18,1258
19,943
20,1057
21,1284
22,1854
23,1219
24,2141
25,1550
26,271
27,1219
28,1219
29,1186
30,78
31,1144
32,1219
33,1284
34,1835
35,706
36,78
37,1752
38,2079
39,1186
40,943
41,1028
42,578
43,1260
44,1284
45,1705
46,1736
47,130
48,1284
49,1284
1,509
2,1189
3,948
4,2077
5,1151
6,582
7,271
8,1219
9,1186
10,117
11,312
12,1219
13,948
14,90
15,1999
16,1835
17,943
18,1219
19,2141
20,1238
21,1912
22,1219
23,1752
24,1550
25,1219
26,1912
27,1219
28,1219
29,2095
30,1186
31,1284
32,1219
33,1144
34,1057
35,2079
36,943
37,1854
38,1284
39,706
40,578
41,1260
42,1028
43,78
44,78
45,1186
46,1999
47,1258
48,1736
49,130
50,1999
1,509
2,1035
3,1189
4,271
5,948
6,1151
7,2077
8,582
9,1219
10,948
11,117
12,1186
13,943
14,1219
15,90
16,1835
17,312
18,2141
19,1219
20,1999
21,1219
22,1238
23,1752
24,1550
25,943
26,1186
27,1219
28,578
29,1284
30,1219
31,1219
32,1219
33,2079
34,1912
35,1260
36,1284
37,1028
38,1999
39,2095
40,706
41,1057
42,1144
43,943
44,1685
45,1912
46,1186
47,1736
48,130
49,1854
50,1752
1,12
2,509
3,1189
4,1622
5,271
6,1550
7,948
8,12
9,582
10,1219
11,1151
12,2077
13,943
14,1219
15,948
16,570
17,117
18,90
19,12
20,1186
21,2141
22,312
23,1219
24,1035
25,1835
26,1219
27,578
28,1550
29,1752
30,12
31,1999
32,943
33,1238
34,1219
35,1186
36,1219
37,1219
38,1284
39,1219
40,1260
41,1927
42,2079
43,2095
44,1028
45,12
46,1284
47,1685
48,706
49,1912
50,943
1,12
2,1550
3,570
4,1189
5,12
6,509
7,271
8,948
9,1622
10,1685
11,1655
12,582
13,1219
14,948
15,943
16,1151
17,117
18,1219
19,2141
20,90
21,1186
22,2077
23,1219
24,1655
25,578
26,1835
27,312
28,1655
29,1219
30,12
31,1655
32,1752
33,1655
34,1655
35,1550
36,1219
37,1655
38,943
39,1927
40,1186
41,1238
42,1219
43,1219
44,1260
45,1219
46,1999
47,1685
48,12
49,1035
50,1284
1,570
2,1685
3,1655
4,12
5,1912
6,1189
7,473
8,1550
9,271
10,509
11,948
12,1655
13,1655
14,1655
15,1912
16,1622
17,1655
18,1655
19,582
20,12
21,948
22,1655
23,1219
24,943
25,1912
26,2141
27,1151
28,1219
29,1912
30,90
31,578
32,117
33,1912
34,1219
35,2077
36,1912
37,1912
38,1186
39,1835
40,1912
41,1219
42,1912
43,1912
44,346
45,1912
46,312
47,1912
48,875
49,1752
50,1219
1,875
2,117
3,570
4,1655
5,1189
6,1685
7,1166
8,1912
9,97
10,271
11,12
12,1550
13,1655
14,509
15,948
16,1655
17,582
18,1655
19,948
20,1655
21,346
22,1219
23,1655
24,1655
25,1912
26,473
27,943
28,2141
29,894
30,1219
31,578
32,90
33,1912
34,1151
35,1219
36,117
37,1912
38,1912
39,1835
40,2077
41,1260
42,1912
43,1912
44,1912
45,1622
46,1186
47,312
48,1912
49,1219
50,1912
1,875
2,751
3,570
4,117
5,97
6,1166
7,1189
8,1655
9,1685
10,271
11,1912
12,948
13,948
14,346
15,509
16,12
17,1550
18,1655
19,943
20,582
21,1219
22,1655
23,1655
24,1912
25,2141
26,1219
27,578
28,1655
29,117
30,90
31,1655
32,1655
33,1637
34,1151
35,1835
36,1260
37,894
38,1912
39,1219
40,1661
41,1912
42,1186
43,473
44,2077
45,312
46,1912
47,1550
48,130
49,117
50,1752
1,875
2,751
3,97
4,570
5,1166
6,117
7,1637
8,1189
9,1637
10,1685
11,271
12,346
13,1655
14,948
15,948
16,509
17,12
18,1912
19,1550
20,1219
21,582
22,943
23,578
24,2141
25,1637
26,1637
27,1219
28,1637
29,117
30,90
31,1835
32,1912
33,1661
34,1151
35,1260
36,1637
37,1637
38,1655
39,1219
40,1655
41,2144
42,1166
43,130
44,1186
45,1655
46,2077
47,1752
48,1803
49,1655
50,1550
1,875
2,97
3,751
4,570
5,117
6,1166
7,1637
8,1189
9,346
10,1637
11,1685
12,271
13,1655
14,948
15,948
16,314
17,509
18,12
19,1637
20,582
21,1219
22,1637
23,943
24,1550
25,578
26,2141
27,1637
28,1219
29,1835
30,1637
31,90
32,1661
33,1637
34,117
35,1260
36,1151
37,1219
38,1803
39,1622
40,1186
41,1912
42,1528
43,130
44,312
45,1912
46,1550
47,1803
48,1528
49,1028
50,117
1,875
2,97
3,570
4,359
5,751
6,852
7,1186
8,117
9,1637
10,1166
11,1189
12,346
13,810
14,1637
15,359
16,1685
17,271
18,1186
19,1655
20,948
21,948
22,509
23,1186
24,314
25,1219
26,12
27,582
28,943
29,2141
30,1637
31,1550
32,359
33,1637
34,578
35,1219
36,1637
37,90
38,1637
39,1260
40,1661
41,1835
42,1637
43,117
44,1151
45,1803
46,1219
47,1622
48,130
49,943
50,1550
1,188
2,852
3,875
4,359
5,97
6,810
7,570
8,751
9,810
10,359
11,346
12,117
13,1189
14,1166
15,1186
16,1637
17,1685
18,271
19,1655
20,1637
21,1186
22,948
23,948
24,810
25,359
26,2141
27,509
28,1186
29,810
30,582
31,578
32,943
33,810
34,810
35,1550
36,1219
37,1260
38,12
39,1661
40,1835
41,810
42,1219
43,90
44,314
45,1151
46,117
47,130
48,659
49,943
50,1637
1,188
2,852
3,875
4,97
5,359
6,1186
7,810
8,570
9,751
10,1186
11,810
12,1189
13,346
14,1799
15,117
16,1166
17,359
18,1186
19,271
20,948
21,1186
22,810
23,1186
24,1685
25,1637
26,363
27,948
28,2141
29,1655
30,578
31,1637
32,582
33,810
34,810
35,810
36,509
37,1661
38,943
39,810
40,1186
41,1186
42,1835
43,1186
44,1260
45,12
46,1550
47,1219
48,1186
49,1219
50,1151
1,852
2,1799
3,188
4,875
5,97
6,570
7,1186
8,751
9,346
10,359
11,810
12,1186
13,1189
14,117
15,2024
16,810
17,1166
18,363
19,1186
20,948
21,1186
22,271
23,1685
24,1637
25,359
26,948
27,2141
28,1637
29,578
30,1186
31,1961
32,810
33,943
34,1655
35,1661
36,582
37,509
38,1219
39,1106
40,1186
41,1835
42,810
43,12
44,1260
45,117
46,810
47,810
48,1248
49,1219
50,1550
1,1799
2,852
3,188
4,875
5,1961
6,97
7,1752
8,1186
9,751
10,570
11,346
12,1186
13,1189
14,359
15,2024
16,117
17,810
18,363
19,1166
20,1186
21,1186
22,271
23,1186
24,2141
25,1189
26,231
27,810
28,1637
29,948
30,578
31,1752
32,1248
33,187
34,1685
35,1661
36,582
37,1186
38,943
39,1637
40,948
41,117
42,359
43,1655
44,1219
45,1835
46,509
47,1106
48,1752
49,1186
50,1219
1,948
2,1752
3,875
4,852
5,188
6,1799
7,1476
8,97
9,1961
10,751
11,1186
12,570
13,1189
14,346
15,1186
16,1189
17,359
18,231
19,2024
20,1752
21,187
23,117
24,1166
25,363
26,1186
27,271
28,1752
29,948
30,574
31,1186
32,2141
33,578
34,1251
35,1661
36,1476
37,1637
38,1476
39,1476
40,1186
41,948
42,1476
43,810
44,943
45,574
46,1685
47,1752
48,1476
49,582
50,1476
1,948
2,574
3,875
4,852
5,1752
6,1799
7,1476
8,97
9,188
10,751
11,1961
12,1138
13,570
14,1189
15,346
16,1189
17,1251
18,1186
19,1655
20,187
21,906
22,164
23,359
24,117
25,948
26,2024
27,1752
28,1186
29,1752
30,363
31,1476
32,1166
33,1476
34,271
35,948
36,2141
37,1661
38,1655
39,1476
41,578
42,1476
43,1476
44,903
45,1186
46,1476
47,1352
48,943
49,1005
50,1186
1,903
2,948
3,574
4,875
5,1189
6,1752
7,1799
8,852
9,97
10,188
11,1476
12,751
13,1251
14,570
15,346
16,1961
17,1189
18,906
19,241
20,1161
21,1138
22,1655
23,1186
24,187
25,1752
26,948
27,359
28,117
29,948
30,271
31,1752
32,1166
33,2024
34,1352
35,2141
36,1476
37,578
38,1186
39,1661
40,363
41,1476
42,241
43,1655
44,164
45,943
46,1476
47,1476
48,1186
49,413
50,1476
1,903
2,274
3,948
4,1189
5,241
6,875
7,1799
8,97
9,574
10,852
11,1752
12,1251
13,1161
14,751
15,188
16,241
17,570
18,346
19,1189
20,1476
21,1752
22,1961
23,187
24,948
25,413
26,1352
27,1186
28,241
29,840
30,241
31,117
32,1655
33,948
34,2141
35,271
36,943
37,1661
38,1752
39,1138
40,578
41,1166
42,241
43,359
44,1799
45,241
46,2024
47,1186
48,117
49,241
50,582
1,274
2,903
3,1189
4,948
5,875
6,1799
7,241
8,97
9,943
10,1251
11,852
12,1752
13,751
14,574
15,346
16,241
17,570
18,188
19,413
20,1161
21,1189
22,943
23,1752
24,943
25,187
26,1352
27,948
28,1476
29,1799
30,1961
31,2141
32,1186
33,241
34,659
35,943
36,241
37,943
38,117
39,948
40,1661
41,271
42,1893
43,943
44,578
45,943
46,1752
47,943
48,840
49,241
50,359
1,943
2,274
3,943
4,1550
5,875
6,903
7,1189
8,948
9,97
10,1799
11,943
12,241
13,943
14,1251
15,943
16,852
17,1550
18,943
19,943
20,1752
21,943
22,751
23,943
24,574
25,346
26,943
27,570
28,943
29,413
30,943
31,188
32,1189
33,241
34,1752
35,943
36,187
37,1352
38,948
39,1550
40,578
41,1161
42,1893
43,1661
44,1476
45,2141
46,1186
47,948
48,1799
49,1961
50,1691
1,943
2,1550
3,195
4,274
5,943
6,875
7,903
8,195
9,948
10,195
11,1189
12,97
13,195
14,943
15,1251
16,195
17,943
18,1799
19,943
20,943
21,943
22,943
23,1841
24,852
25,1550
26,241
27,943
28,1752
29,751
30,346
31,943
32,574
33,570
34,943
35,943
36,413
37,188
38,1189
39,1352
40,1752
41,943
42,1893
43,187
44,241
45,1550
46,578
47,948
48,1661
49,1550
50,130
1,1550
2,943
3,1186
4,195
5,274
6,1727
7,875
8,943
9,195
10,195
11,806
12,903
13,97
14,948
15,1189
16,1841
17,195
18,195
19,1051
20,1251
21,1799
22,1186
23,943
24,2172
25,943
26,943
27,852
28,943
29,943
30,241
31,751
32,943
33,1186
34,1752
35,943
36,346
37,1352
38,574
39,943
40,570
41,1550
42,1186
43,413
44,1186
45,1189
46,188
47,1893
48,943
49,943
50,130
1,1550
2,943
3,195
4,195
5,1186
6,1108
7,274
8,1727
9,195
10,1841
11,875
12,195
13,195
14,1251
15,903
16,97
17,943
18,195
19,195
20,195
21,948
22,1189
23,195
24,195
25,806
26,1186
27,943
28,1912
29,852
30,1108
31,1799
32,1051
33,1912
34,2079
35,241
36,1186
37,1352
38,943
39,346
40,751
41,2172
42,943
43,78
44,1752
45,943
46,1186
47,943
48,570
49,943
50,574
1,1108
2,1550
3,2079
4,1108
5,195
6,943
7,195
8,274
9,1841
10,1186
11,195
12,195
13,875
14,1727
15,195
16,1251
17,97
18,903
19,195
20,948
21,195
22,195
23,943
24,195
25,195
26,1912
27,1189
28,1912
29,1219
30,1186
31,943
32,2079
33,90
34,78
35,852
36,1219
37,806
38,1799
39,1352
40,1186
41,241
42,943
43,2079
44,346
45,1108
46,751
47,943
48,1051
49,1752
50,1893
1,1219
2,1108
3,1219
4,1219
5,1219
6,1219
7,1219
8,90
9,1219
10,1550
11,2079
12,1108
13,195
14,943
15,195
16,195
17,1841
18,274
19,875
20,1186
21,195
22,195
23,97
24,195
25,1251
26,903
27,1912
28,195
29,195
30,1727
31,195
32,195
33,195
34,195
35,1189
36,948
37,195
38,195
39,195
40,943
41,943
42,1352
43,1186
44,852
45,2079
46,1799
47,943
48,2079
49,1186
50,751
1,1219
2,1219
3,1108
4,1219
5,1219
6,1219
7,90
8,1219
9,1219
10,1550
11,2079
12,1108
13,943
14,195
15,274
16,1841
17,195
18,875
19,565
20,195
21,1251
22,97
23,903
24,195
25,1186
26,1189
27,948
28,1352
29,195
30,195
31,1912
32,195
33,943
34,195
35,852
36,943
37,195
38,1727
39,195
40,195
41,195
42,2079
43,195
44,1799
45,195
46,195
47,943
48,346
49,97
50,1186
1,1219
2,1219
3,1108
4,1219
5,1219
6,1219
7,948
8,90
9,1219
10,1219
11,1550
12,565
13,1108
14,943
15,2079
16,274
17,875
18,195
19,1841
20,97
21,1251
22,1352
23,948
24,195
25,195
26,903
27,1189
28,943
29,97
30,852
31,943
32,195
33,1186
34,943
35,1799
36,195
37,1912
38,195
39,346
40,195
41,2079
42,195
43,751
44,130
45,195
46,578
47,1727
48,1189
49,1189
50,195
1,948
2,1219
3,1219
4,1108
5,1219
6,1219
7,1219
8,90
9,1219
10,1219
11,1550
12,418
13,565
14,1108
15,852
16,943
17,2079
18,274
19,97
20,875
21,894
22,1841
23,195
24,1251
25,1352
26,346
27,948
28,97
29,852
30,903
31,195
32,1189
33,943
34,195
35,346
36,197
37,274
38,1799
39,943
40,1186
41,943
42,751
43,130
44,578
45,1189
46,1893
47,195
48,1912
49,1189
50,195
1,948
2,418
3,1219
4,1108
5,1219
6,1219
7,1219
8,90
9,1219
10,1219
11,1219
12,1550
13,565
14,852
15,1108
16,346
17,274
18,943
19,875
20,274
21,97
22,1352
23,2079
24,1251
25,1841
26,894
27,948
28,97
29,852
30,195
31,903
32,1189
33,1519
34,346
35,943
36,943
37,1799
38,197
39,751
40,195
41,1189
42,578
43,1189
44,1186
45,195
46,943
47,1661
48,130
49,1893
50,117
1,418
2,117
3,948
4,1108
5,1219
6,1767
7,1219
8,852
9,1219
10,90
11,1219
12,565
13,1550
14,1219
15,1219
16,1219
17,1108
18,274
19,1352
20,875
21,346
22,943
23,1251
24,97
25,1519
26,274
27,2079
28,1841
29,875
30,97
31,852
32,948
33,894
34,903
35,1189
36,943
37,1189
38,1964
39,346
40,751
41,943
42,117
43,1799
44,197
45,578
46,1189
47,1661
48,1189
49,130
50,943
1,418
2,117
3,948
4,1219
5,1108
6,1219
7,1219
8,852
9,1767
10,90
11,1219
12,1219
13,1550
14,1219
15,1219
16,565
17,1352
18,1108
19,274
20,875
21,943
22,346
23,1251
24,1519
25,97
26,274
27,2079
28,852
29,1841
30,1964
31,97
32,948
33,1189
34,903
35,943
36,875
37,894
38,894
39,751
40,346
41,1189
42,578
43,943
44,1189
45,117
46,1661
47,1799
48,130
49,1893
50,943
1,418
2,117
3,948
4,1219
5,1108
6,1219
7,1219
8,90
9,852
10,1219
11,1219
12,1219
13,1219
14,1767
15,1550
16,565
17,1352
18,943
19,1108
20,943
21,1251
22,875
23,274
24,1519
25,1094
26,346
27,1893
28,2079
29,97
30,1189
31,274
32,1964
33,852
34,943
35,903
36,943
37,751
38,948
39,1841
40,97
41,875
42,1189
43,1819
44,578
45,346
46,943
47,1317
48,1189
49,943
50,1799
1,418
2,943
3,1219
4,948
5,117
6,1219
7,1108
8,1219
9,1219
10,1219
11,1219
12,1219
13,852
14,90
15,1550
16,1352
17,1219
18,1767
19,943
20,943
21,565
22,943
23,1251
24,1108
25,943
26,1893
27,875
28,1519
29,274
30,1189
31,943
32,1317
33,943
34,97
35,943
36,751
37,2079
38,346
39,943
40,274
41,852
42,903
43,943
44,1094
45,1841
46,948
47,2141
48,1799
49,943
50,578
1,418
2,1685
3,943
4,1219
5,948
6,117
7,1108
8,1219
9,1219
10,1219
11,1352
12,1219
13,1219
14,1219
15,852
16,1550
